,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HSPA5,3.40750543588484e-82,6.11938537158094,0.494,0.296,7.13531638274285e-78,2,HSPA5
HSP90B1,1.22280489661384e-81,1.71122237333956,0.581,0.394,2.56055345350939e-77,2,HSP90B1
IL2RG1,3.84675874402517e-81,0.289762800991317,0.654,0.466,8.05511280998871e-77,2,IL2RG
MXD4,4.37231233890489e-80,0.452087247403892,0.297,0.134,9.15562203766684e-76,2,MXD4
MAP1LC3B,1.19991981526962e-79,0.551033614562193,0.355,0.178,2.51263209317458e-75,2,MAP1LC3B
PDIA6,1.80738161466544e-79,0.824166361941692,0.324,0.155,3.78465710110943e-75,2,PDIA6
TMEM50A,2.0020292824882e-79,0.637326269490639,0.438,0.247,4.19224931753028e-75,2,TMEM50A
HLA-F,3.07463897166013e-79,2.0690097675533,0.645,0.468,6.43829400665632e-75,2,HLA-F
STK10,3.08668280109121e-79,0.27859944107613,0.366,0.189,6.46351378548499e-75,2,STK10
PPIB1,3.26806369391683e-79,1.80564009290651,0.689,0.512,6.84332537506185e-75,2,PPIB
PSMB8,6.98875795466982e-79,0.808563380509202,0.515,0.322,1.46344591570786e-74,2,PSMB8
BSG,7.46489924827107e-79,0.561029590758489,0.304,0.141,1.56314990258796e-74,2,BSG
CEMIP2,1.29502170894996e-78,1.45313343379473,0.391,0.212,2.71177545854121e-74,2,CEMIP2
AC092821.3,1.70336107207621e-78,0.825822381128958,0.255,0.108,3.56683808492757e-74,2,AC092821.3
RAB8A,1.84815816125993e-78,0.576100633595644,0.32,0.154,3.87004318967829e-74,2,RAB8A
BRK1,8.17159635432497e-78,0.768657351595913,0.454,0.263,1.71113227659565e-73,2,BRK1
CLEC2B,1.82061869780314e-77,0.878512344447159,0.497,0.299,3.81237555319977e-73,2,CLEC2B
ARL6IP51,2.14125595156391e-77,1.76867708955764,0.657,0.481,4.48378996257483e-73,2,ARL6IP5
CDC42,2.7237275675407e-77,3.69298749670293,0.802,0.646,5.70348552643023e-73,2,CDC42
SERPINB1,1.50891494494723e-76,1.01974244782489,0.38,0.204,3.1596678947195e-72,2,SERPINB1
ACTR2,3.45372166540543e-76,1.16967629668683,0.542,0.357,7.23209316735897e-72,2,ACTR2
SELPLG,1.29992553611103e-75,0.481673720545865,0.296,0.138,2.72204407261651e-71,2,SELPLG
ARPC4,3.98658796464432e-74,0.712998382248188,0.406,0.225,8.3479151979652e-70,2,ARPC4
ATP6V0E1,4.76137743823018e-74,1.19416983679557,0.602,0.42,9.97032435565401e-70,2,ATP6V0E1
PRELID1,2.43617700670619e-73,1.04465469371122,0.495,0.308,5.10135465204276e-69,2,PRELID1
CHCHD21,2.46966768476981e-73,1.46234794952838,0.768,0.622,5.17148413190798e-69,2,CHCHD2
BLOC1S1,3.41799020728436e-73,0.807391091391594,0.449,0.266,7.15727149405345e-69,2,BLOC1S1
MT-ND4,7.1348977477019e-73,15.4525457473857,0.996,0.997,1.49404758836878e-68,2,MT-ND4
ARHGAP30,1.66801306009656e-72,0.620580584614814,0.374,0.2,3.49281934784219e-68,2,ARHGAP30
ARF6,3.51868422250646e-72,0.635072031640577,0.375,0.2,7.36812476192852e-68,2,ARF6
SRPK2,8.26090912059485e-72,0.51802981418264,0.317,0.157,1.72983436985256e-67,2,SRPK2
ANXA6,1.25255097504411e-70,0.747738498825646,0.368,0.2,2.62284174174236e-66,2,ANXA6
CD164,5.78179774129186e-70,0.908930301432312,0.436,0.258,1.21070844702652e-65,2,CD164
PSAP,5.88711610680576e-70,0.45740981162535,0.3,0.146,1.23276211276513e-65,2,PSAP
BST2,2.7014466427086e-69,0.636993453433914,0.437,0.256,5.65682926983181e-65,2,BST2
PRMT2,3.75515962476231e-69,2.05575345291095,0.596,0.425,7.86330425425227e-65,2,PRMT2
PTPN7,4.77220074267039e-68,0.692096349980123,0.294,0.144,9.99298835515179e-64,2,PTPN7
CARD16,2.75864824623253e-67,0.436661942278562,0.261,0.12,5.77660942761093e-63,2,CARD16
VASP,5.89935900376662e-66,0.434846353228504,0.255,0.117,1.23532577538873e-61,2,VASP
GUK1,1.05327200674135e-65,3.04511244646924,0.654,0.478,2.2055515821164e-61,2,GUK1
REL,7.06961143699874e-65,0.567674258260917,0.319,0.165,1.48037663490754e-60,2,REL
SSBP4,7.69282847588489e-65,0.730808903285646,0.305,0.156,1.6108782828503e-60,2,SSBP4
VAMP81,9.91885569747563e-65,1.31532605537395,0.528,0.351,2.0770083830514e-60,2,VAMP8
AKAP13,1.68858461118748e-64,3.13915591923802,0.514,0.336,3.53589617582658e-60,2,AKAP13
P4HB,4.22182065857044e-64,0.524348128469882,0.33,0.174,8.8404924590465e-60,2,P4HB
UHMK1,8.0612392677813e-64,0.526981814526841,0.293,0.147,1.6880235026734e-59,2,UHMK1
MT2A,1.33480195280648e-63,2.53829737738588,0.319,0.166,2.79507528917677e-59,2,MT2A
WIPF1,4.7439142894546e-63,0.73497591050473,0.401,0.235,9.93375652211794e-59,2,WIPF1
PPP1R12A,9.99913249557266e-63,0.491194286904966,0.408,0.24,2.09381834457292e-58,2,PPP1R12A
CCDC88C,1.22577041680013e-62,0.926396685475607,0.373,0.215,2.56676325277948e-58,2,CCDC88C
PRKCH,2.16703539691649e-62,0.596474501392109,0.321,0.169,4.53777212114314e-58,2,PRKCH
TMED9,2.85553355436488e-61,0.569988133107171,0.338,0.184,5.97948726284006e-57,2,TMED9
ZBTB38,4.20322853965629e-61,0.879706039021875,0.282,0.141,8.80156056204028e-57,2,ZBTB38
ADD1,4.49831560229795e-61,0.556658401746333,0.321,0.17,9.41947287121191e-57,2,ADD1
ADAM10,4.86699751017075e-61,0.499847650086617,0.258,0.123,1.01914927862975e-56,2,ADAM10
CFLAR,1.67884021206105e-60,1.16150813957413,0.42,0.255,3.51549140405583e-56,2,CFLAR
CD47,2.73212679092212e-60,0.648776203446574,0.409,0.244,5.72107350019092e-56,2,CD47
PSMD8,3.31649348084946e-60,0.456854848497534,0.443,0.272,6.94473734889876e-56,2,PSMD8
PSME1,3.71569910490802e-60,0.251636267774629,0.682,0.518,7.7806739256774e-56,2,PSME1
GNAI2,9.62895786326253e-60,2.41426763585238,0.518,0.346,2.01630377656717e-55,2,GNAI2
IKZF3,9.91626936273995e-60,0.787227486662629,0.334,0.184,2.07646680455774e-55,2,IKZF3
STAT4,1.63437713719428e-59,0.542716805737609,0.28,0.14,3.42238572528482e-55,2,STAT4
SELENOT,2.58506261350661e-59,0.44526665575474,0.25,0.119,5.41312111268284e-55,2,SELENOT
ARF1,1.15056623286529e-58,0.673987514500479,0.471,0.301,2.40928569161992e-54,2,ARF1
CDKN2D,2.1777432803995e-58,0.637462082111744,0.388,0.226,4.56019442915655e-54,2,CDKN2D
VPS4B,2.52466032359725e-58,0.664626288463687,0.349,0.196,5.28663871761264e-54,2,VPS4B
REEP5,3.00017803498022e-58,0.45031052259032,0.308,0.162,6.28237280524858e-54,2,REEP5
GNG51,4.10986087332891e-58,0.517475950069341,0.403,0.242,8.60604866875075e-54,2,GNG5
PYCARD,5.63604562030189e-58,0.404621291330261,0.273,0.137,1.18018795289122e-53,2,PYCARD
SH3GLB1,6.96656951678928e-58,0.448117313068044,0.258,0.125,1.45879965681567e-53,2,SH3GLB1
LMAN2,7.44919938609767e-58,0.54443823746808,0.362,0.207,1.55986235144885e-53,2,LMAN2
SH3KBP1,5.25930717800309e-57,0.960271474608509,0.419,0.258,1.10129892307385e-52,2,SH3KBP1
SYTL1,1.73092926135861e-56,0.464158408773527,0.284,0.145,3.62456587328493e-52,2,SYTL1
DEK,1.99904420433267e-56,0.731219891613966,0.527,0.361,4.18599856387262e-52,2,DEK
PTPRA,4.4810271345779e-56,0.419507263511598,0.261,0.129,9.38327081980613e-52,2,PTPRA
POLR2L,5.38443015194401e-56,0.684777764336557,0.395,0.238,1.12749967381708e-51,2,POLR2L
OPTN1,6.46651824648579e-56,0.540684858456894,0.368,0.212,1.35408892081413e-51,2,OPTN
DRAP1,7.76755107966732e-56,0.672541602738086,0.511,0.343,1.62652519608234e-51,2,DRAP1
CDC42SE1,1.15053278720358e-55,0.595884056015799,0.409,0.252,2.4092156564043e-51,2,CDC42SE1
CASP8,3.91228865330627e-55,0.818627065382448,0.361,0.209,8.19233244002333e-51,2,CASP8
CD3D1,5.53614024820967e-55,0.383246432898616,0.465,0.801,1.1592677679751e-50,2,CD3D
ZNHIT1,6.75000299551047e-55,0.424824329688789,0.323,0.177,1.41345062725989e-50,2,ZNHIT1
SEC61B1,8.42858698405764e-55,0.863659655164477,0.532,0.365,1.76494611446167e-50,2,SEC61B
ROCK1,1.40664433357175e-54,0.935095068021279,0.439,0.278,2.94551323449925e-50,2,ROCK1
NDUFC2,3.2256588255965e-54,0.57109146728919,0.411,0.254,6.75452958079908e-50,2,NDUFC2
RNF19A1,7.20096913999473e-54,0.594247592074531,0.374,0.221,1.5078829379149e-49,2,RNF19A
PPM1G,2.50892889185508e-53,0.357003549331183,0.359,0.208,5.25369709954455e-49,2,PPM1G
TAOK3,6.88428525501898e-53,0.616450357938417,0.317,0.176,1.44156933240097e-48,2,TAOK3
TRAPPC1,1.03021911429671e-52,0.723495747434422,0.452,0.294,2.15727882533732e-48,2,TRAPPC1
CD8A,1.28831620767873e-52,1.72748384714623,0.255,0.132,2.69773413887925e-48,2,CD8A
POLR2G,1.35632286455082e-52,0.430329966237344,0.259,0.131,2.84014007836942e-48,2,POLR2G
PSMB6,3.13573350996004e-52,0.416754580303539,0.36,0.21,6.56622596985633e-48,2,PSMB6
PSMA6,4.69927140383757e-52,0.521142166439447,0.343,0.199,9.84027431963586e-48,2,PSMA6
CAPZA1,6.63699215245735e-52,0.49783100808174,0.277,0.146,1.38978615672457e-47,2,CAPZA1
RNF125,7.22644910345284e-52,0.649663274958865,0.403,0.25,1.51321844226302e-47,2,RNF125
BAX,1.68431146183199e-51,0.779425624094666,0.385,0.233,3.52694820107618e-47,2,BAX
CTDSP1,1.77496265437979e-51,0.463043050299315,0.253,0.129,3.71677179827129e-47,2,CTDSP1
TAPBP,4.83886741430836e-51,0.80144841655655,0.471,0.315,1.01325883655617e-46,2,TAPBP
NCL,7.9152768764061e-51,2.07773491395028,0.759,0.63,1.65745897791944e-46,2,NCL
DNAJB6,9.98589177220721e-51,0.369898534635185,0.298,0.162,2.09104573710019e-46,2,DNAJB6
DNAJC8,5.10117280281338e-50,0.776047579590933,0.409,0.262,1.06818558490912e-45,2,DNAJC8
TPI1,1.01008961838859e-49,0.653738975880972,0.426,0.273,2.1151276609057e-45,2,TPI1
NDUFS6,1.3885837980699e-49,0.362096920881719,0.373,0.225,2.90769447315838e-45,2,NDUFS6
HMGN3,1.41073331835478e-49,0.526506560065108,0.361,0.217,2.9540755686349e-45,2,HMGN3
PKN1,2.1001537444055e-49,0.389483147297909,0.261,0.136,4.39772194078511e-45,2,PKN1
COX6A11,5.86496109961874e-49,0.361660353787128,0.54,0.387,1.22812285426016e-44,2,COX6A1
SRP141,7.13784739524911e-49,0.876699013451647,0.834,0.741,1.49466524456516e-44,2,SRP14
SNRPB1,8.15220171471036e-49,0.73797031492565,0.494,0.343,1.70707103906035e-44,2,SNRPB
HNRNPA3,1.06554469414188e-48,1.21083346548135,0.615,0.477,2.2312505895331e-44,2,HNRNPA3
CCDC12,1.57667555315657e-48,0.443643433539903,0.401,0.25,3.30155860830987e-44,2,CCDC12
BANF1,2.04017002251844e-48,0.418690307643962,0.296,0.164,4.2721160271536e-44,2,BANF1
MOB1A,4.81617102271573e-48,0.494427339991681,0.346,0.204,1.00850621215667e-43,2,MOB1A
RAC1,5.25891577648517e-48,0.472256157394901,0.411,0.263,1.101216963596e-43,2,RAC1
ATP5MC3,7.94602618436006e-48,0.307138532948037,0.5,0.351,1.663897883005e-43,2,ATP5MC3
TMBIM6,1.28068263790989e-47,0.927153094262726,0.545,0.399,2.68174944378331e-43,2,TMBIM6
SRSF9,2.87097479591265e-47,0.478105151299405,0.363,0.222,6.01182122264108e-43,2,SRSF9
GLIPR1,5.72107932356761e-47,0.402323758196088,0.272,0.147,1.19799401035506e-42,2,GLIPR1
SET,1.43920980597472e-46,1.41356950316336,0.673,0.529,3.01370533371106e-42,2,SET
AP2S1,1.76531379483776e-46,0.383102298314047,0.334,0.197,3.69656708639027e-42,2,AP2S1
SQSTM1,1.90035257753323e-46,0.650820612275099,0.381,0.236,3.97933829735457e-42,2,SQSTM1
SKAP1,2.50497376191031e-46,0.639264274242064,0.459,0.314,5.24541505744018e-42,2,SKAP1
SPCS2,3.73256354000617e-46,0.643786295779482,0.39,0.248,7.81598805277291e-42,2,SPCS2
H3F3B,4.46049882820945e-46,8.87267622636274,0.944,0.877,9.34028454627059e-42,2,H3F3B
TMEM160,4.91686406550173e-46,0.61081671390459,0.422,0.274,1.02959133531606e-41,2,TMEM160
COPE,1.21983670254343e-45,0.490618950909765,0.45,0.297,2.55433805512593e-41,2,COPE
SAMD9,1.80500373636816e-45,0.422995559020992,0.273,0.149,3.77967782395492e-41,2,SAMD9
ZBTB7A,2.5737836782991e-45,0.49276894721828,0.296,0.168,5.38950302235832e-41,2,ZBTB7A
POLR3GL,8.94205735251137e-45,0.531260490992489,0.37,0.231,1.87246680961588e-40,2,POLR3GL
TMX4,1.02215090698187e-44,0.3752599890938,0.28,0.155,2.14038399922004e-40,2,TMX4
TMOD3,1.14640097483948e-44,0.523268828204176,0.325,0.192,2.40056364131387e-40,2,TMOD3
GOLGA4,1.3519985758437e-44,0.339040944724865,0.361,0.222,2.83108501781671e-40,2,GOLGA4
CD3E1,2.72489335054245e-44,0.44444826010211,0.478,0.725,5.7059266760359e-40,2,CD3E
MYH9,4.86301587103661e-44,3.17798609192351,0.5,0.36,1.01831552339507e-39,2,MYH9
DGKZ,8.11768562270273e-44,0.482232106625472,0.393,0.252,1.69984336939395e-39,2,DGKZ
RIOK3,2.73130918544035e-43,0.493351516221727,0.284,0.161,5.71936143431209e-39,2,RIOK3
TBCB,3.39340824690591e-43,0.512381949564342,0.282,0.16,7.10579686902098e-39,2,TBCB
MAP2K2,4.48964554852548e-43,0.458228132432013,0.39,0.252,9.40131777861235e-39,2,MAP2K2
COX8A1,6.92259954114833e-43,0.932766338865701,0.487,0.349,1.44959234391646e-38,2,COX8A
CANX,7.20011906852119e-43,0.472888602812446,0.334,0.203,1.50770493294834e-38,2,CANX
AC245297.3,7.24206879419756e-43,0.526053153453256,0.312,0.185,1.51648920550497e-38,2,AC245297.3
PARK7,7.40352727229359e-43,0.255594113022196,0.561,0.416,1.55029861081828e-38,2,PARK7
PRDX5,1.36364847147277e-42,0.71010261020436,0.4,0.264,2.85547989926397e-38,2,PRDX5
SNHG6,1.99552423904612e-42,0.718659080968533,0.457,0.593,4.17862775656258e-38,2,SNHG6
UBE2L3,2.05949319793934e-42,0.525170130749073,0.366,0.232,4.31257875648498e-38,2,UBE2L3
SF3B2,2.3983251444319e-42,0.627072300912151,0.443,0.3,5.02209285244039e-38,2,SF3B2
PRKCB,4.08638632665468e-42,0.437640157880208,0.3,0.177,8.55689296801491e-38,2,PRKCB
CSK,4.55236465733951e-42,0.328203345233108,0.257,0.141,9.53265159246894e-38,2,CSK
LINC00623,4.58414618764846e-42,0.480123000084002,0.266,0.148,9.59920211693588e-38,2,LINC00623
KDM5A,1.42648759820682e-41,0.483786243352601,0.315,0.187,2.98706503064508e-37,2,KDM5A
STK38,2.10964884634938e-41,0.440423531183905,0.26,0.144,4.41760468425561e-37,2,STK38
LNPEP,2.16027098621288e-41,0.88989284262957,0.32,0.192,4.52360744512977e-37,2,LNPEP
BRD7,3.11935452195436e-41,0.357452430463201,0.322,0.195,6.53192836897242e-37,2,BRD7
CASP4,6.04619245561843e-41,0.384504948544051,0.31,0.185,1.2660727002065e-36,2,CASP4
ENSA,6.52124506430856e-41,0.550038708296261,0.366,0.233,1.36554871646621e-36,2,ENSA
RNASEK1,9.14846600693272e-41,0.895759413363812,0.648,0.517,1.91568878185171e-36,2,RNASEK
C1orf162,1.00741809315562e-40,0.924639183968711,0.331,0.206,2.10953348706786e-36,2,C1orf162
UBL5,1.11843630403664e-40,0.457404557170024,0.556,0.416,2.34200562065272e-36,2,UBL5
TBC1D10C,1.16525565399857e-40,0.530622650209838,0.38,0.247,2.440045339473e-36,2,TBC1D10C
PSMB3,1.66157833254001e-40,0.551700452087492,0.357,0.226,3.47934502833879e-36,2,PSMB3
FKBP11,3.53642242691882e-40,0.510458734708322,0.364,0.23,7.40526856196802e-36,2,FKBP11
CD7,5.88046107354631e-40,0.796687820419834,0.514,0.388,1.2313685488006e-35,2,CD7
RNPEPL1,1.64229650066438e-39,0.393079819727239,0.273,0.157,3.4389688723912e-35,2,RNPEPL1
TUBA1B,2.51757261915711e-39,0.926901081310083,0.391,0.261,5.27179706451499e-35,2,TUBA1B
ORAI1,3.51358010191838e-39,0.422841538019768,0.272,0.156,7.35743673341709e-35,2,ORAI1
DCTN3,9.05175664769704e-39,0.449702029866033,0.341,0.213,1.89543784202776e-34,2,DCTN3
COMMD7,1.16732721361852e-38,0.324962270374292,0.257,0.145,2.44438318531718e-34,2,COMMD7
PRR13,1.60712868104653e-38,0.436055447608179,0.459,0.322,3.36532745811143e-34,2,PRR13
THRAP3,1.74847754823413e-38,0.692651795173981,0.406,0.275,3.66131198600227e-34,2,THRAP3
IL10RA,1.82658491389522e-38,0.347926033297902,0.308,0.185,3.82486880969659e-34,2,IL10RA
RABAC1,1.04596388996419e-37,0.827979292110706,0.519,0.385,2.19024838558501e-33,2,RABAC1
WDR83OS,2.09691745330387e-37,0.423106477454364,0.431,0.298,4.39094514721831e-33,2,WDR83OS
RALY,2.72987089802381e-37,0.307768886606783,0.263,0.151,5.71634966046187e-33,2,RALY
PTBP3,3.17761497796413e-37,0.536227625527936,0.291,0.176,6.65392576385689e-33,2,PTBP3
YPEL3,3.39498796900101e-37,0.548857267268897,0.417,0.286,7.10910480708812e-33,2,YPEL3
NAA38,3.60544849158388e-37,0.372638407025569,0.259,0.147,7.54980914137664e-33,2,NAA38
PHPT1,3.92129449877349e-37,0.411628550373165,0.27,0.157,8.2111906804317e-33,2,PHPT1
GNB2,4.6175048150682e-37,0.387255275216023,0.254,0.145,9.6690550827528e-33,2,GNB2
RALBP1,4.71520732582675e-37,0.573786329967851,0.292,0.175,9.87364414028122e-33,2,RALBP1
SLA,1.4575654166649e-36,0.494019014592143,0.25,0.143,3.05214198249629e-32,2,SLA
PSMB11,2.85170383941934e-36,0.284178871153294,0.507,0.373,5.97146783974409e-32,2,PSMB1
APBB1IP,3.49038707537046e-36,0.617824598864908,0.449,0.32,7.30887053582574e-32,2,APBB1IP
RO60,4.61374242462838e-36,0.377075689600235,0.254,0.146,9.66117663717184e-32,2,RO60
NEDD8,1.7947431151039e-35,0.66228629455376,0.547,0.425,3.75819208302756e-31,2,NEDD8
ATP6V0B,1.90441125947678e-35,0.41320457164406,0.283,0.172,3.98783717734437e-31,2,ATP6V0B
LDHA1,1.90599501734499e-35,0.68796418466077,0.46,0.329,3.99115356632042e-31,2,LDHA
ERBIN,7.24291311389766e-35,0.353548014562881,0.266,0.157,1.51666600605017e-30,2,ERBIN
ENO1,8.19390439917758e-35,1.65724048571446,0.444,0.318,1.71580358118779e-30,2,ENO1
ARHGDIA,1.10810667589234e-34,0.582452134865132,0.329,0.21,2.32037537931856e-30,2,ARHGDIA
PSMA5,1.24576682986795e-34,0.437032124555095,0.269,0.16,2.60863574174349e-30,2,PSMA5
LAMTOR5,1.52785013725712e-34,0.299898757098753,0.29,0.177,3.1993181874164e-30,2,LAMTOR5
ZBTB1,1.91750236605186e-34,0.52910365915667,0.33,0.212,4.01524995451259e-30,2,ZBTB1
MEAF6,2.56810200926855e-34,0.359404360502298,0.251,0.147,5.37760560740835e-30,2,MEAF6
CHMP2A,2.85367163571473e-34,0.275274688540352,0.31,0.194,5.97558840518665e-30,2,CHMP2A
HCLS1,1.06741177973584e-33,0.46264355350886,0.42,0.298,2.23516026676684e-29,2,HCLS1
MLLT6,1.49294760909743e-33,0.380112040188594,0.306,0.193,3.12623229345001e-29,2,MLLT6
SUMO1,1.53596603482007e-33,0.346477074373562,0.304,0.191,3.21631287691322e-29,2,SUMO1
PSMA4,1.80005071259802e-33,0.452625790854472,0.262,0.157,3.76930619218026e-29,2,PSMA4
ATP6V1F,2.93883019431659e-33,0.489538580004045,0.358,0.238,6.15391042689895e-29,2,ATP6V1F
NDUFA6,3.771918910269e-33,0.38072909171006,0.272,0.164,7.89839819810328e-29,2,NDUFA6
BPTF,4.66559877033259e-33,1.03037803782844,0.459,0.331,9.76976382507644e-29,2,BPTF
GLRX,4.82617072131233e-33,0.320170357933316,0.275,0.167,1.0106001490428e-28,2,GLRX
CYFIP2,5.99196327755982e-33,0.341892628692143,0.303,0.19,1.25471711032103e-28,2,CYFIP2
CCDC107,1.28316348767417e-32,0.390484000647982,0.292,0.18,2.68694434318972e-28,2,CCDC107
BCL7C,2.76331419235173e-32,0.340306247123776,0.301,0.189,5.78637991878452e-28,2,BCL7C
MYDGF,3.09694728008986e-32,0.316218635715857,0.251,0.149,6.48500760450818e-28,2,MYDGF
ELOB1,3.24212398361218e-32,0.260585183986307,0.568,0.449,6.78900762168392e-28,2,ELOB
RTN4,3.91469401309456e-32,0.336360118055182,0.274,0.168,8.19736926342001e-28,2,RTN4
KLF3,7.69582625246189e-32,1.25611385210826,0.517,0.396,1.61150601726552e-27,2,KLF3
UBE2M,8.08543507163427e-32,0.31188190762001,0.274,0.168,1.69309010400022e-27,2,UBE2M
HP1BP3,3.27071688536823e-31,0.876953749808257,0.54,0.414,6.84888115796107e-27,2,HP1BP3
RNF7,4.30555875237648e-31,0.439838400318267,0.352,0.237,9.01584002747634e-27,2,RNF7
PSMA2,7.47558123430583e-31,0.319634131128961,0.342,0.226,1.56538671046364e-26,2,PSMA2
KMT2E,8.64805515662487e-31,0.687264124397717,0.545,0.425,1.81090274979725e-26,2,KMT2E
NR3C1,1.3334088834203e-30,0.392153616086501,0.316,0.207,2.7921582018821e-26,2,NR3C1
TM9SF3,1.34925011977896e-30,0.389660484763304,0.299,0.193,2.82532975081715e-26,2,TM9SF3
CCND3,1.38863699020318e-30,0.772740250275672,0.445,0.33,2.90780585748547e-26,2,CCND3
HNRNPR,1.88121291488197e-30,0.343630213771117,0.42,0.299,3.93925984376285e-26,2,HNRNPR
NDUFA131,2.10904347995396e-30,0.563081730496716,0.632,0.527,4.41633704702358e-26,2,NDUFA13
GTF2I,2.48262589476779e-30,0.365111421387986,0.272,0.169,5.19861862364376e-26,2,GTF2I
SEC11C,5.45790287825031e-30,0.423556990603163,0.29,0.186,1.14288486270561e-25,2,SEC11C
PAFAH1B1,5.50758157553597e-30,0.392282892446715,0.309,0.202,1.15328758191723e-25,2,PAFAH1B1
SLTM,6.55692811421597e-30,0.561911163606703,0.365,0.25,1.37302074711682e-25,2,SLTM
CTSS,7.11270159190272e-30,0.879042277047821,0.321,0.211,1.48939971334443e-25,2,CTSS
DDX46,7.78564890865044e-30,0.744274752590977,0.482,0.367,1.6303148814714e-25,2,DDX46
EID11,7.80742703128685e-30,0.524891340386996,0.538,0.42,1.63487522035147e-25,2,EID1
CIAO2B,8.52672521920152e-30,0.261328535638532,0.288,0.181,1.7854962609008e-25,2,CIAO2B
SRI,8.58027796224186e-30,0.417835809432377,0.291,0.187,1.79671020529344e-25,2,SRI
NDUFB101,9.19907517971837e-30,0.73191910816132,0.447,0.331,1.92628634263303e-25,2,NDUFB10
JTB,1.04770426940504e-29,0.427970457669667,0.486,0.369,2.19389274013416e-25,2,JTB
UBE2I,1.20268720156647e-29,0.509969057249741,0.343,0.232,2.51842700008019e-25,2,UBE2I
DDX6,1.21594682481606e-29,0.610541227488674,0.494,0.373,2.54619265116484e-25,2,DDX6
PRPF4B,1.22494200449919e-29,0.633870698554294,0.465,0.344,2.56502855742131e-25,2,PRPF4B
TOMM5,1.49999726452781e-29,0.30845594296078,0.342,0.229,3.14099427192123e-25,2,TOMM5
STUB1,1.87197967986261e-29,0.388177930123545,0.368,0.255,3.9199254496323e-25,2,STUB1
XRCC5,1.90975104896386e-29,0.68110081007086,0.496,0.381,3.99901869653032e-25,2,XRCC5
SPCS3,1.94217426728167e-29,0.52388278587077,0.37,0.257,4.06691291568782e-25,2,SPCS3
ATP5F1B,2.90167058404305e-29,0.27642119886921,0.281,0.178,6.07609820298615e-25,2,ATP5F1B
EIF3A1,8.83473586804704e-29,0.397349717361429,0.371,0.259,1.84999369076905e-24,2,EIF3A
PAK2,1.03024364073962e-28,0.794084448999432,0.468,0.346,2.15733018370877e-24,2,PAK2
ZNF207,1.24786309821945e-28,0.299122774196744,0.281,0.178,2.61302532767152e-24,2,ZNF207
GPS2,1.72676817312215e-28,0.35824446374014,0.304,0.199,3.61585255451779e-24,2,GPS2
CD21,1.74261782968527e-28,1.21260114237472,0.525,0.445,3.64904173536095e-24,2,CD2
RBX1,1.83915489101141e-28,0.251253505056773,0.297,0.193,3.85119034177789e-24,2,RBX1
CCDC85B,2.25998305609825e-28,0.630628832402499,0.52,0.407,4.73240451946973e-24,2,CCDC85B
HNRNPAB,5.39946829150233e-28,0.384763310063507,0.288,0.185,1.13064866024059e-23,2,HNRNPAB
TAF7,6.1128002019295e-28,0.909264813274905,0.43,0.317,1.28002036228404e-23,2,TAF7
WASF2,7.05210539597612e-28,0.49397258893734,0.505,0.388,1.4767108699174e-23,2,WASF2
RPS19BP1,7.27062581015615e-28,0.414659347676661,0.376,0.265,1.5224690446467e-23,2,RPS19BP1
IDS1,1.03717788603414e-27,0.591903551961239,0.416,0.304,2.17185049335548e-23,2,IDS
SHISA5,1.06971661748065e-27,0.306677938859451,0.251,0.156,2.23998659700449e-23,2,SHISA5
RAB2A,1.35089482342598e-27,0.463193989868477,0.352,0.243,2.82877376025401e-23,2,RAB2A
ANKRD11,2.0857418225749e-27,2.41112980051221,0.443,0.332,4.36754337647184e-23,2,ANKRD11
SRP19,2.6041995065036e-27,0.337200936998517,0.307,0.203,5.45319376661855e-23,2,SRP19
ARL6IP1,3.6134443467914e-27,0.595722595242871,0.397,0.288,7.56655246218119e-23,2,ARL6IP1
YY1,4.82028332304033e-27,0.577283056421536,0.44,0.327,1.00936732784464e-22,2,YY1
PIN1,9.17430166811374e-27,0.336905611992631,0.291,0.191,1.92109876930302e-22,2,PIN1
SON,1.23586686627897e-26,2.40528169356395,0.635,0.538,2.58790521798816e-22,2,SON
TRIR,1.30128137059696e-26,0.699535759813585,0.638,0.548,2.72488319003004e-22,2,TRIR
TMEM59,2.32485883009894e-26,0.595574606592033,0.411,0.304,4.86825439022719e-22,2,TMEM59
ANAPC11,2.35991148894993e-26,0.413007592982139,0.312,0.212,4.94165465786116e-22,2,ANAPC11
RBM8A,3.46020759812366e-26,0.577886357618032,0.382,0.274,7.24567471047094e-22,2,RBM8A
SORL1,4.42606460651272e-26,0.55833494900076,0.358,0.253,9.26817928603764e-22,2,SORL1
IFITM1,5.00910833791148e-26,0.491304563925098,0.322,0.218,1.04890728595866e-21,2,IFITM1
AURKAIP1,5.81708000474101e-26,0.273609207841628,0.374,0.264,1.21809655299277e-21,2,AURKAIP1
VPS13C,5.90013421912183e-26,0.587752096247514,0.351,0.245,1.23548810548411e-21,2,VPS13C
GPATCH8,7.10199647622667e-26,0.313898095701636,0.268,0.174,1.48715806212186e-21,2,GPATCH8
PRPF38B,1.12254965884317e-25,0.303269397819081,0.402,0.297,2.3506189856176e-21,2,PRPF38B
COX5A1,1.45289499387167e-25,0.334093765510673,0.358,0.253,3.04236211716728e-21,2,COX5A
UQCRQ,1.76729103830669e-25,0.552103348443565,0.326,0.224,3.7007074342142e-21,2,UQCRQ
