,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CCR7,2.4697798427664e-202,0.578251455434095,0.339,0.117,5.17171899075285e-198,0,CCR7
RPS13,7.28517711743795e-200,9.51788423604795,0.977,0.969,1.52551608839151e-195,0,RPS13
RPL11,1.81332739837028e-168,18.6264036364874,0.985,0.992,3.79710757218738e-164,0,RPL11
IL6ST,1.6180772160605e-162,0.82027468755447,0.289,0.104,3.38825369043068e-158,0,IL6ST
LEF1,1.91501753319244e-161,0.775416727603037,0.364,0.153,4.01004671450496e-157,0,LEF1
SELL,1.1405695314543e-154,3.1780687705532,0.441,0.213,2.3883525988653e-150,0,SELL
GAS5,9.83898755009911e-151,7.52555737896429,0.857,0.699,2.06028399299075e-146,0,GAS5
RPL32,1.82752819477444e-150,20.06909989158,0.985,0.988,3.82684403985769e-146,0,RPL32
RPS8,9.31276769518898e-149,18.6263393538109,0.987,0.989,1.95009355537257e-144,0,RPS8
MAL,9.4193500124286e-140,0.912856038117713,0.388,0.183,1.97241189260255e-135,0,MAL
RPL13,1.20292991007436e-139,18.6264047907619,0.991,0.996,2.51893523169571e-135,0,RPL13
RPL22,4.25440669075445e-135,32.4849228814938,0.963,0.933,8.90872761043981e-131,0,RPL22
EEF1B2,8.8187336838763e-134,14.3061685415608,0.965,0.941,1.8466428334037e-129,0,EEF1B2
RPL9,1.66823829482474e-127,23.297647952625,0.976,0.979,3.493290989363e-123,0,RPL9
RPS6,1.23653769607541e-123,7.08484452606751,0.985,0.987,2.5893099355819e-119,0,RPS6
RPS4X,1.21636920589726e-113,40.266830463971,0.984,0.989,2.54707711714887e-109,0,RPS4X
RPS23,7.41504228081762e-113,2.75675946058462,0.984,0.989,1.55270985360321e-108,0,RPS23
TCF7,1.45919285808127e-110,0.767407241753278,0.546,0.349,3.05554984482218e-106,0,TCF7
PRKCQ-AS1,5.84379209484136e-103,0.264603211948867,0.439,0.258,1.22369006465978e-98,0,PRKCQ-AS1
RPL5,2.27370206566608e-102,15.7410045006242,0.978,0.978,4.76113212550476e-98,0,RPL5
SNHG29,4.17742707153824e-102,15.5146111555641,0.755,0.598,8.74753228780107e-98,0,SNHG29
RPS12,1.40422940911345e-100,47.4801276366342,0.986,0.991,2.94045638268357e-96,0,RPS12
EEF1G,1.26480791779978e-96,9.9701959614842,0.957,0.917,2.64850777987274e-92,0,EEF1G
RCAN3,1.47803682788127e-96,1.62590776730264,0.491,0.302,3.09500911758338e-92,0,RCAN3
RPS14,1.19335591030999e-90,48.909153849977,0.983,0.992,2.49888727618911e-86,0,RPS14
RPL23,2.8022055818297e-90,13.9312087031148,0.928,0.869,5.86781848835138e-86,0,RPL23
RPL7,1.31914399835449e-84,1.78258687674227,0.972,0.966,2.7622875325543e-80,0,RPL7
RPL35A,1.49554705413187e-83,7.08484426887543,0.981,0.975,3.13167553135213e-79,0,RPL35A
RPS9,1.00742561871195e-82,9.96035926080846,0.984,0.987,2.10954924558283e-78,0,RPS9
RPL29,2.31513398424752e-80,44.5948932737224,0.983,0.987,4.8478905630143e-76,0,RPL29
LDHB,3.61768777283199e-79,5.29716288415439,0.733,0.576,7.57543819631019e-75,0,LDHB
TPT1,1.37806686051863e-76,28.7252656732836,0.989,0.995,2.88567200592601e-72,0,TPT1
RPS16,1.2724979427394e-72,16.4536071458825,0.978,0.976,2.66461069209631e-68,0,RPS16
MT-ATP6,3.79078153020135e-71,31.6106602186372,0.999,0.999,7.93789652424162e-67,0,MT-ATP6
MT-CO3,5.00984907187682e-71,46.0002813350013,0.999,0.999,1.04906239565101e-66,0,MT-CO3
RGS10,1.89774560656362e-60,1.7903615255113,0.436,0.295,3.97387930014422e-56,0,RGS10
SNHG32,8.25743065117919e-60,1.27140334289973,0.478,0.34,1.72910597835692e-55,0,SNHG32
RPL10A,1.57048758787895e-59,19.5548732469478,0.979,0.977,3.28860100901852e-55,0,RPL10A
PIK3IP1,2.87174456144816e-59,0.958587267856283,0.491,0.354,6.01343311167244e-55,0,PIK3IP1
MAML2,5.07949040617187e-58,0.447096028067584,0.263,0.148,1.06364529105239e-53,0,MAML2
RPS27A,2.61363084718399e-57,2.7567353649074,0.986,0.991,5.47294299400327e-53,0,RPS27A
UTRN,2.85791599343498e-57,7.07312744430178,0.217,0.349,5.98447609025286e-53,0,UTRN
NACA,7.28871091808171e-57,20.0493122817291,0.975,0.969,1.52625606624631e-52,0,NACA
SATB1,3.64799448721927e-56,0.442446201585215,0.284,0.167,7.63890045623714e-52,0,SATB1
BCL11B,6.27982320862397e-56,1.82644142932235,0.567,0.431,1.31499497988586e-51,0,BCL11B
C12orf57,5.62579123027381e-54,0.380848330971169,0.695,0.566,1.17804068361934e-49,0,C12orf57
MACF1,3.0488913656691e-53,0.612937185826536,0.246,0.376,6.38437851971109e-49,0,MACF1
RPLP2,6.01701964872481e-52,13.9527110374868,0.985,0.985,1.25996391444297e-47,0,RPLP2
OXNAD1,2.05053794016788e-51,0.358087614285768,0.357,0.236,4.29382644671154e-47,0,OXNAD1
RPL18A,4.23492270039032e-50,30.4829376532004,0.986,0.989,8.86792813461734e-46,0,RPL18A
RPL21,2.66128298400749e-48,5.91496838373171,0.968,0.958,5.57272656851169e-44,0,RPL21
RPS18,3.20513522557456e-43,77.7755777024237,0.988,0.992,6.71155316235313e-39,0,RPS18
RPL12,8.03485596723712e-41,14.2981403289327,0.97,0.958,1.68249883953945e-36,0,RPL12
CAMK4,9.74525058357834e-41,0.417491355619867,0.268,0.169,2.0406554722013e-36,0,CAMK4
SNHG7,3.02012977939885e-39,0.279029170193743,0.334,0.227,6.32415175806119e-35,0,SNHG7
CD27,8.56372373144608e-39,0.289186275679121,0.333,0.224,1.79324374936481e-34,0,CD27
RPS11,6.34302420104026e-38,38.8025326177873,0.976,0.968,1.32822926769783e-33,0,RPS11
MT-CYB,4.59701814208544e-37,39.813926600342,0.999,0.999,9.62615598952692e-33,0,MT-CYB
RPL37,4.863910736441e-36,33.0525793159542,0.972,0.966,1.01850290821075e-31,0,RPL37
LEPROTL1,2.02333034930299e-35,0.295879350831257,0.596,0.486,4.23685375144045e-31,0,LEPROTL1
RACK1,1.36657176387179e-34,9.81706829186497,0.971,0.966,2.86160127354754e-30,0,RACK1
RSRP1,2.08875067983014e-34,0.550574870620341,0.44,0.542,4.37384392356431e-30,0,RSRP1
RPL24,4.03572925466196e-34,21.4802205038721,0.968,0.957,8.45081705926214e-30,0,RPL24
NPM1,2.65985061807998e-33,5.10510429001942,0.852,0.788,5.56972719425947e-29,0,NPM1
FAM153CP,5.56555783141158e-33,0.487251282327896,0.336,0.24,1.16542780989759e-28,0,FAM153CP
RPSA,4.16065905284566e-30,1.3124678452116,0.976,0.966,8.71242005665882e-26,0,RPSA
RPS2,1.25795274699263e-27,113.843920146099,0.991,0.995,2.63415305220257e-23,0,RPS2
RPL4,6.77812993629474e-27,4.61056649261721,0.903,0.858,1.41934040866012e-22,0,RPL4
RPL8,2.16417640208674e-26,4.17174284786533,0.977,0.979,4.53178538596963e-22,0,RPL8
RPS15,2.05683313088442e-23,21.5117949324144,0.985,0.99,4.30700857607198e-19,0,RPS15
MTRNR2L8,1.74134183422574e-22,5.58014296374043,0.867,0.907,3.6463698008687e-18,0,MTRNR2L8
NSA2,2.11667219703904e-22,0.902173212079694,0.549,0.465,4.43231158059975e-18,0,NSA2
LINC00861,5.32287490193174e-22,0.338855725200237,0.352,0.271,1.11461000446451e-17,0,LINC00861
RPL13A,3.73428374714345e-21,11.4385365234188,0.988,0.994,7.81959016651839e-17,0,RPL13A
RPS21,6.73912661803342e-21,4.19944425038071,0.945,0.932,1.4111731138162e-16,0,RPS21
RPL15,1.15510257705256e-20,34.4257739438027,0.978,0.986,2.41878479634805e-16,0,RPL15
SRRM1,5.64717882742602e-20,0.385613321701067,0.479,0.554,1.18251924646301e-15,0,SRRM1
RPLP1,1.01947906441855e-19,96.5319370556576,0.988,0.994,2.13478916089244e-15,0,RPLP1
MT-ND4L,4.73412715853434e-19,1.8100040152768,0.453,0.53,9.91326226997092e-15,0,MT-ND4L
ALKBH7,1.26670286737174e-18,0.587355286346734,0.359,0.286,2.65247580427643e-14,0,ALKBH7
PLAC8,1.33314771024081e-16,10.7220962057976,0.304,0.366,2.79161130524425e-12,0,PLAC8
UBA52,2.03473541835319e-16,9.94937619812887,0.969,0.966,4.26073596603158e-12,0,UBA52
ST13,2.27693762301648e-14,0.451348489746191,0.367,0.306,4.76790738259652e-10,0,ST13
EIF3H,3.49609960622684e-14,0.333250935948249,0.565,0.502,7.320832575439e-10,0,EIF3H
CHD3,2.18346203040584e-13,0.427445737606935,0.308,0.25,4.57216949166983e-09,0,CHD3
RPL37A,7.54895438126894e-13,2.77631112614136,0.955,0.952,1.58075104743772e-08,0,RPL37A
NOP53,4.75620173663245e-12,1.18841426569483,0.804,0.764,9.95948643650836e-08,0,NOP53
RPL6,8.10400168195331e-12,10.4029414741698,0.981,0.983,1.69697795220102e-07,0,RPL6
MT-ND3,1.3074213207864e-11,2.755212999973,0.962,0.967,2.73774024572671e-07,0,MT-ND3
RPL7A,1.24254260078051e-10,19.0704142167785,0.981,0.987,2.60188420603439e-06,0,RPL7A
RPL27,7.40039314191711e-10,23.0810256514502,0.942,0.939,1.54964232391744e-05,0,RPL27
SF1,1.93067876151505e-09,0.981903502620253,0.676,0.631,4.04284132661251e-05,0,SF1
MTRNR2L1,3.90688326319331e-09,8.18601228596316,0.625,0.668,8.18101355312678e-05,0,MTRNR2L1
STX16,6.90675820980532e-09,0.373960682151498,0.299,0.252,0.000144627516913323,0,STX16
STAT3,2.92582440474543e-08,0.494402367916121,0.426,0.376,0.000612667630353693,0,STAT3
RPL26,4.41953110638926e-08,12.855621418035,0.981,0.987,0.000925449813677912,0,RPL26
PSIP1,6.96604830000758e-08,0.307379530226584,0.434,0.386,0.00145869051402159,0,PSIP1
RPS10,8.2733154303835e-08,3.67786477816858,0.592,0.556,0.0017324322511223,0,RPS10
BCL2,1.97705115653822e-07,0.635580917352655,0.265,0.224,0.00413994512179102,0,BCL2
HIGD2A,2.0567578890247e-07,1.31614541570731,0.369,0.414,0.00430685101961771,0,HIGD2A
RPL17,4.20183520294938e-07,1.31406419642823,0.986,0.988,0.008798642914976,0,RPL17
EIF4B,2.25031708150394e-06,0.258932913255509,0.533,0.488,0.0471216396866924,0,EIF4B
RPL27A,1.61394731559205e-05,12.8408339211328,0.984,0.986,0.337960567884975,0,RPL27A
ATM,5.3126589230459e-05,1.93616534234577,0.454,0.415,1,0,ATM
PCBP2,0.000176357786938891,0.259165564225697,0.397,0.427,1,0,PCBP2
EEF2,0.000340848204317191,0.927662663380532,0.726,0.698,1,0,EEF2
CD48,0.000354544071141244,7.51581761708254,0.708,0.712,1,0,CD48
UXT,0.000374982104461578,1.02396690400439,0.541,0.514,1,0,UXT
RPS7,0.000518235993618605,38.8241043380344,0.977,0.984,1,0,RPS7
SLC25A6,0.000607905889725255,3.8912707915595,0.687,0.708,1,0,SLC25A6
C19orf53,0.000879973239590501,0.324455164356353,0.475,0.505,1,0,C19orf53
LIMD2,0.00151931401224803,3.90883902424252,0.531,0.5,1,0,LIMD2
LINC01578,0.00698870502487647,0.276280063838661,0.569,0.547,1,0,LINC01578
LTB,0,52.0616316198194,0.963,0.711,0,1,LTB
S100A4,9.48077685634733e-238,68.471794433913,0.915,0.673,1.98527467371913e-233,1,S100A4
JUNB,4.85909708852904e-237,8.46052210355266,0.896,0.743,1.01749493033798e-232,1,JUNB
CRIP1,7.60655753281367e-236,22.7817124818635,0.826,0.571,1.59281314737118e-231,1,CRIP1
VIM,1.53233893306647e-192,39.1022613806742,0.878,0.727,3.20871772584119e-188,1,VIM
ITGB1,9.30014207144091e-188,16.0516039214007,0.535,0.256,1.94744974975973e-183,1,ITGB1
S100A11,3.21148299193502e-186,5.30324357266387,0.548,0.282,6.72484538511194e-182,1,S100A11
S100A10,5.00707579309187e-181,21.4298478274835,0.817,0.617,1.04848167107344e-176,1,S100A10
PLP2,7.79064064900682e-171,1.24543563645594,0.393,0.172,1.63136015190203e-166,1,PLP2
TRADD,1.95488162314345e-161,0.868379215468551,0.329,0.128,4.09352211886239e-157,1,TRADD
RGCC,1.39370774100662e-157,2.51696034958401,0.335,0.137,2.91842400966787e-153,1,RGCC
IL7R,8.37833953289875e-156,20.1558587036778,0.863,0.659,1.754424298189e-151,1,IL7R
TIMP1,6.62667564197577e-154,1.39198357661952,0.351,0.149,1.38762587942973e-149,1,TIMP1
IL32,6.63442229826284e-144,26.1070499321056,0.928,0.757,1.38924802925624e-139,1,IL32
CD52,3.8832908337242e-132,15.6414327075246,0.959,0.839,8.13161100581846e-128,1,CD52
COTL1,2.03310499017995e-130,13.01857854437,0.4,0.199,4.25732184943682e-126,1,COTL1
FXYD5,1.0068060393996e-127,1.72909055955244,0.707,0.517,2.10825184650276e-123,1,FXYD5
ANXA1,3.32150253672717e-121,7.36851071667144,0.671,0.454,6.95522631190669e-117,1,ANXA1
AHNAK,3.89379544204438e-111,1.2560052073207,0.571,0.355,8.15360765564092e-107,1,AHNAK
CORO1B,1.55759098107589e-110,1.69527163219933,0.314,0.146,3.26159551437291e-106,1,CORO1B
TNFAIP3,1.10874187102666e-105,1.57606758482511,0.64,0.456,2.32170547792982e-101,1,TNFAIP3
GSTK1,9.48185908066323e-104,2.53837709292834,0.59,0.404,1.98550129149088e-99,1,GSTK1
RNASET2,3.04656646347854e-102,1.89805735569809,0.463,0.278,6.37951017452407e-98,1,RNASET2
ZFP36L2,4.66133234649315e-92,0.510719809674427,0.825,0.725,9.76082993355665e-88,1,ZFP36L2
SH3BGRL3,8.41116735003738e-91,26.8071393359581,0.934,0.833,1.76129844309783e-86,1,SH3BGRL3
GPR183,7.88704533916885e-85,7.87035092050719,0.268,0.127,1.65154729402196e-80,1,GPR183
ARID5B,2.01432409511553e-79,0.422104408658388,0.332,0.181,4.21799465517192e-75,1,ARID5B
EMP3,5.39847007395741e-79,0.77784896191069,0.768,0.619,1.13043963348668e-74,1,EMP3
HINT1,3.64491980032157e-77,6.04470489469078,0.865,0.779,7.63246206187337e-73,1,HINT1
TTC39C,1.04323409391362e-74,0.659578712396925,0.325,0.182,2.18453219265511e-70,1,TTC39C
S100A6,2.45105909914822e-74,15.5661781986958,0.772,0.636,5.13251775361638e-70,1,S100A6
ARHGAP15,3.25983067565398e-74,0.816730944809022,0.371,0.222,6.82608543481943e-70,1,ARHGAP15
TRAC,7.28395915594446e-70,7.47185525248374,0.679,0.522,1.52526104725477e-65,1,TRAC
NUCB2,4.51420287091812e-68,2.27156454481586,0.187,0.34,9.45274081170254e-64,1,NUCB2
ANXA2,1.06358985938013e-67,5.01125078990084,0.257,0.132,2.22715716554199e-63,1,ANXA2
CDC14A,1.69939252661113e-66,0.844201531790904,0.337,0.197,3.5585279507237e-62,1,CDC14A
DNAJB1,3.25627387267159e-60,1.4986567452595,0.481,0.341,6.81863748937431e-56,1,DNAJB1
PAG1,4.14433452106677e-60,0.704087849670765,0.299,0.172,8.67823648711382e-56,1,PAG1
EIF1,7.60707159350788e-60,12.9493452193735,0.995,0.984,1.59292079168055e-55,1,EIF1
INPP4B,3.1045311722874e-56,0.738735883861335,0.251,0.136,6.50088827476981e-52,1,INPP4B
TAGLN2,5.61898983196721e-54,5.14212077065386,0.547,0.41,1.17661647081393e-49,1,TAGLN2
TXN,1.16250879269468e-53,1.83195730789348,0.345,0.219,2.43429341190267e-49,1,TXN
BIRC3,1.74639325697011e-52,1.00464844449036,0.266,0.153,3.65694748009542e-48,1,BIRC3
GAPDH,1.61708639083593e-51,35.2020402916912,0.747,0.632,3.38617890241044e-47,1,GAPDH
LINC-PINT,7.82625497275367e-51,0.731137078993149,0.398,0.271,1.63881779129462e-46,1,LINC-PINT
RPL36,2.28306022971202e-48,39.9598453440001,0.965,0.945,4.78072812101697e-44,1,RPL36
MAL1,5.33974505574909e-48,0.530996094942514,0.333,0.211,1.11814261467386e-43,1,MAL
TSPO,9.14471430455734e-45,2.88004788216481,0.53,0.409,1.91490317537431e-40,1,TSPO
PBXIP1,1.25455920947327e-43,1.24260361830214,0.36,0.246,2.62704698463702e-39,1,PBXIP1
PPP1R15A,2.13336837892197e-43,0.857954812991644,0.58,0.461,4.46727338546261e-39,1,PPP1R15A
LGALS1,2.65720279962729e-43,5.94318687203669,0.371,0.236,5.56418266241954e-39,1,LGALS1
EZR,4.9655417600963e-42,3.13283951768323,0.419,0.298,1.03978444456416e-37,1,EZR
SLC2A3,3.13163957233986e-41,1.40413416518031,0.349,0.238,6.55765326447968e-37,1,SLC2A3
LIME1,3.48944394756055e-41,8.77785369393828,0.639,0.522,7.30689562619179e-37,1,LIME1
JUND,4.23678547326896e-41,5.35538683022722,0.934,0.875,8.87182878102521e-37,1,JUND
UBC,1.16431267072466e-39,7.02466649721348,0.882,0.809,2.43807073249743e-35,1,UBC
PPDPF,2.28827524999117e-37,0.652628743885006,0.719,0.626,4.7916483734815e-33,1,PPDPF
ITM2B,2.93165778112351e-37,2.5734032960421,0.849,0.772,6.13889139367262e-33,1,ITM2B
RPL41,6.29226042824789e-37,106.912046492602,0.995,0.99,1.31759933367511e-32,1,RPL41
TMSB4X,8.09839267592658e-37,238.197295214599,0.996,0.99,1.69580342633903e-32,1,TMSB4X
DDIT4,5.75175526085507e-36,0.686576419213443,0.285,0.189,1.20441755162305e-31,1,DDIT4
RPL36AL,8.03302985948072e-36,15.5926818862699,0.877,0.832,1.68211645257526e-31,1,RPL36AL
ARPC1B,1.72817964101805e-34,8.01161935584144,0.614,0.504,3.61880816829179e-30,1,ARPC1B
CDKN1B,1.57827183300451e-33,0.468598125886692,0.343,0.242,3.30490121831143e-29,1,CDKN1B
TSC22D3,2.50774777559639e-33,2.03623364015332,0.79,0.701,5.25122384209884e-29,1,TSC22D3
HEBP2,3.60149327065023e-33,1.4959287657976,0.338,0.239,7.54152690874159e-29,1,HEBP2
TMEM123,4.44761700937772e-33,0.788771067257718,0.442,0.337,9.31331001763695e-29,1,TMEM123
CALM1,1.59075111327582e-32,6.86995043228776,0.967,0.932,3.33103283119956e-28,1,CALM1
MIF,2.0593348042706e-31,1.21659956116791,0.796,0.727,4.31224708014264e-27,1,MIF
CSTB,3.71743798198977e-31,1.01259099540608,0.353,0.254,7.78431513428658e-27,1,CSTB
ISG20,9.86369791436012e-30,11.0412391591846,0.502,0.403,2.06545834326701e-25,1,ISG20
SEC61B,2.31938558510911e-29,0.75410188966884,0.47,0.364,4.85679341521847e-25,1,SEC61B
EML4,4.82182283645166e-28,2.06992587022897,0.427,0.33,1.00968970195298e-23,1,EML4
ITM2A,1.17223116463355e-27,1.2469064523445,0.28,0.196,2.45465205874266e-23,1,ITM2A
RPL35,1.42056771895244e-27,3.0380035836389,0.972,0.961,2.97466880348641e-23,1,RPL35
RPL18,2.40647873882483e-27,24.492833967169,0.991,0.985,5.03916647909919e-23,1,RPL18
OPTN,3.17427210003469e-27,0.454820272482297,0.302,0.214,6.64692577747264e-23,1,OPTN
PRDX1,8.066485086604e-27,2.69345260983878,0.285,0.2,1.68912197713488e-22,1,PRDX1
PKM,9.22176547246374e-27,0.346523149216693,0.269,0.186,1.93103768993391e-22,1,PKM
RPS26,4.58247870909158e-26,1.64995440680289,0.728,0.655,9.59571041683777e-22,1,RPS26
RPL36A,2.28092354773132e-25,11.6936792635703,0.931,0.906,4.77625390894939e-21,1,RPL36A
RPS4Y1,2.78863792152329e-25,0.806569384158323,0.167,0.264,5.83940780766976e-21,1,RPS4Y1
RPSA1,4.99844290425502e-25,1.59386154087581,0.98,0.965,1.046673944151e-20,1,RPSA
CD44,2.63893080331208e-24,5.5350168648103,0.573,0.483,5.5259211021355e-20,1,CD44
FAM107B,3.88688762393854e-24,1.1010406488625,0.566,0.477,8.13914268452731e-20,1,FAM107B
GMFG,7.69789447739029e-24,11.4774337702334,0.716,0.65,1.61193910356553e-19,1,GMFG
EID1,8.43061695009424e-24,0.333429746802657,0.508,0.414,1.76537118934973e-19,1,EID1
EVI2B,1.83592259484271e-22,1.19100319708315,0.437,0.349,3.84442191360062e-18,1,EVI2B
CYLD,5.56405230193205e-22,0.749438802730314,0.366,0.284,1.16511255202457e-17,1,CYLD
RPL10,8.89335322322536e-22,14.57956387681,0.996,0.993,1.86226816494339e-17,1,RPL10
ANKRD12,1.09312417297719e-21,2.81980900029562,0.569,0.484,2.28900201821424e-17,1,ANKRD12
SOD1,1.28880251825746e-21,0.664802103072991,0.578,0.496,2.69875247323113e-17,1,SOD1
RPS17,1.47412283135964e-21,2.25032977477331,0.896,0.85,3.08681320886709e-17,1,RPS17
RPLP0,2.66209012980182e-21,9.25504469783173,0.959,0.929,5.574416731805e-17,1,RPLP0
YBX1,3.0432618779457e-21,17.4320301254165,0.795,0.746,6.37259037241829e-17,1,YBX1
PEBP1,4.71159948565766e-21,0.625335693441856,0.482,0.4,9.86608932296714e-17,1,PEBP1
SNU13,6.55794941851688e-21,0.356912584527909,0.404,0.321,1.37323460823743e-16,1,SNU13
RPL39,9.8761157780094e-21,17.4649506345767,0.983,0.956,2.06805864391517e-16,1,RPL39
RPL171,1.02130262439285e-20,1.59530867222024,0.991,0.986,2.13860769547864e-16,1,RPL17
CD2,1.67894677595867e-20,1.51609001324067,0.525,0.435,3.51571454885745e-16,1,CD2
RPS28,2.31375337562625e-20,29.0065142693843,0.989,0.976,4.84499956856136e-16,1,RPS28
CD3D,2.41864404329623e-20,3.4266797923391,0.831,0.722,5.06464062666231e-16,1,CD3D
NSD3,2.75477558950293e-20,0.570211794565969,0.49,0.415,5.76850008441913e-16,1,NSD3
BCL21,3.52277349031514e-20,0.490020307269245,0.294,0.217,7.37668768871991e-16,1,BCL2
SUB1,5.79951933176519e-20,9.04845843318743,0.559,0.482,1.21441934807163e-15,1,SUB1
ARL4A,1.12435140795087e-19,0.375876902646857,0.283,0.209,2.35439184824911e-15,1,ARL4A
S1PR4,1.43643326083935e-19,3.13707066463309,0.291,0.218,3.0078912481976e-15,1,S1PR4
HLA-A,1.56384684811439e-19,9.24503018587633,0.983,0.96,3.27469529995153e-15,1,HLA-A
CD99,3.62090770705397e-19,0.653368651896015,0.481,0.376,7.582180738571e-15,1,CD99
NOSIP,1.05401612589584e-18,13.3546266230039,0.523,0.437,2.20710976762588e-14,1,NOSIP
CIB1,1.42666675169339e-18,0.469535169295126,0.475,0.395,2.98744017804596e-14,1,CIB1
DANCR,2.25529300977087e-18,0.290810968062089,0.267,0.198,4.72258356246021e-14,1,DANCR
CLIC1,2.58045382641816e-18,2.8195355995277,0.572,0.466,5.40347031251963e-14,1,CLIC1
PRDX2,2.72197539478254e-18,0.394265306645744,0.424,0.349,5.69981647667464e-14,1,PRDX2
SPTAN1,6.15012758456061e-18,0.508305256848337,0.305,0.234,1.28783671620699e-13,1,SPTAN1
DYNLL1,1.00574413312137e-17,1.23564621253284,0.303,0.231,2.10602821475615e-13,1,DYNLL1
KLRB1,1.25692670633163e-17,2.1865851135785,0.37,0.277,2.63200452305844e-13,1,KLRB1
NME2,1.70170798555051e-17,2.06578750567906,0.64,0.579,3.56337652174278e-13,1,NME2
RPL34,2.36267808084691e-17,26.1210587082486,0.991,0.985,4.94744790129344e-13,1,RPL34
NAP1L1,2.54477294733492e-17,1.23465051924507,0.639,0.564,5.32875455171932e-13,1,NAP1L1
SBDS,2.83875018561683e-17,0.488739905416636,0.377,0.3,5.94434288868165e-13,1,SBDS
EMB,1.24586368120843e-16,0.58009743977948,0.422,0.345,2.60883854845045e-12,1,EMB
EEF21,2.10120568803778e-16,1.0655088006427,0.748,0.692,4.39992471075111e-12,1,EEF2
IDS,5.47370809632321e-16,0.318186427260037,0.377,0.302,1.14619447537008e-11,1,IDS
ELF1,9.89990292699432e-16,1.11163667397572,0.439,0.372,2.07303967291261e-11,1,ELF1
NDUFS5,1.13593532006397e-15,0.682215467990851,0.523,0.454,2.37864856021395e-11,1,NDUFS5
RNASEK,2.11713082758868e-15,0.855858360979302,0.591,0.519,4.4332719529707e-11,1,RNASEK
RORA,2.84425000486619e-15,1.65700846019922,0.399,0.324,5.9558595101898e-11,1,RORA
TOB1,4.2823391443666e-15,0.485255246362484,0.25,0.189,8.96721816830365e-11,1,TOB1
MCUB,4.56908750839242e-15,0.33548301593119,0.296,0.231,9.56766924257373e-11,1,MCUB
EIF3K,6.85485380754399e-15,1.67655147243043,0.776,0.727,1.43540638729971e-10,1,EIF3K
GPSM3,1.26736292682748e-14,0.98309732044557,0.542,0.477,2.65385796877675e-10,1,GPSM3
COX7C,1.62076066533292e-14,5.38299952766659,0.779,0.737,3.39387283320713e-10,1,COX7C
ARL6IP5,2.73550291118097e-14,0.474566059003894,0.559,0.491,5.72814309601295e-10,1,ARL6IP5
RAN,5.14488905230908e-14,0.671297257964131,0.409,0.344,1.07733976755352e-09,1,RAN
MYL6,5.2642386425702e-14,27.4510168846892,0.82,0.765,1.1023315717542e-09,1,MYL6
LRRFIP1,5.68009258894616e-14,3.64810079311957,0.467,0.402,1.18941138812533e-09,1,LRRFIP1
RPS19,7.76267812315021e-14,4.93257417754793,0.995,0.99,1.62550479898765e-09,1,RPS19
IGBP1,7.85560931402741e-14,1.55926329092055,0.282,0.221,1.64496459035734e-09,1,IGBP1
CD63,1.2995268176604e-13,8.71956036033209,0.301,0.35,2.72120915618089e-09,1,CD63
HMGB2,1.56250152246359e-13,19.7867829823179,0.293,0.231,3.27187818803875e-09,1,HMGB2
SMDT1,1.84521092023238e-13,0.756025590609617,0.511,0.448,3.86387166696661e-09,1,SMDT1
CCND2,1.85969068789198e-13,0.489212092621812,0.264,0.205,3.8941923004458e-09,1,CCND2
SRSF7,2.10896713261824e-13,3.32734451378196,0.699,0.64,4.4161771757026e-09,1,SRSF7
H2AFZ,2.47145979960633e-13,5.58535182690057,0.415,0.347,5.17523682037566e-09,1,H2AFZ
GPX4,2.55276169032853e-13,0.42072843501892,0.501,0.434,5.34548297954793e-09,1,GPX4
SUMO2,4.60949345161891e-13,2.7248033008123,0.6,0.543,9.65227928769e-09,1,SUMO2
COX5B,7.24912954703847e-13,1.19060086553883,0.507,0.44,1.51796772714986e-08,1,COX5B
ALOX5AP,1.18827291091096e-12,0.257527069829366,0.273,0.212,2.48824347544756e-08,1,ALOX5AP
GADD45B,1.82975722091657e-12,1.17216943034151,0.31,0.251,3.83151162059929e-08,1,GADD45B
NDUFB9,1.85577362207918e-12,0.327241990060866,0.319,0.261,3.88598996463381e-08,1,NDUFB9
APRT,3.76963223352745e-12,0.367877369508077,0.664,0.611,7.89360989700648e-08,1,APRT
TRBC2,3.89690197696282e-12,16.6806629210666,0.684,0.634,8.16011273976015e-08,1,TRBC2
DYNLRB1,4.51708141373671e-12,0.309051124335731,0.255,0.2,9.45876848036466e-08,1,DYNLRB1
DNAJA1,6.37031031422647e-12,0.301080535868197,0.35,0.291,1.33394297979902e-07,1,DNAJA1
RPS25,1.15977147631391e-11,4.48378633296824,0.986,0.973,2.42856147140132e-07,1,RPS25
RPL30,1.25809216973512e-11,37.6364353501271,0.992,0.986,2.63444500342534e-07,1,RPL30
NDUFB10,1.53643933014498e-11,0.479659773266149,0.394,0.333,3.21730395732359e-07,1,NDUFB10
TMSB10,2.1651608409024e-11,59.3031101458643,0.987,0.979,4.53384680084962e-07,1,TMSB10
LDHA,2.44186134178273e-11,0.388995687957239,0.395,0.334,5.11325764969304e-07,1,LDHA
RTRAF,3.10989016243658e-11,0.510320842482104,0.319,0.261,6.5121100001422e-07,1,RTRAF
GABARAP,3.38583724316194e-11,0.396962556194527,0.48,0.416,7.08994318718111e-07,1,GABARAP
PTGES3,4.48723813577491e-11,0.372736758634216,0.462,0.405,9.39627665631267e-07,1,PTGES3
